source_sheet,field_season,kml_stop_id,longitude,latitude
2018-points,2018,AS-06-3-18-2,103.6892722222222,32.79933333333333
2018-points,2018,AS-06-3-18-3A,103.6910444444444,32.79920555555555
2018-points,2018,AS-06-3-18-3B,103.6930638888889,32.79914444444444
2018-points,2018,AS-06-3-18-4,103.6982361111111,32.79792222222222
2018-points,2018,AS-06-3-18-5,103.7066694444444,32.78405555555555
2018-points,2018,AS-06-3-18-6,103.7068333333333,32.77929166666667
2018-points,2018,AS-06-3-18-7,103.7146388888889,32.77467222222222
2018-points,2018,AS-06-3-18-8,103.723875,32.77291666666667
2018-points,2018,AS-06-3-18-9,103.72795,32.77379444444444
2018-points,2018,AS-06-3-18-10,103.7296472222222,32.77387222222222
2018-points,2018,AS-06-3-18-11,103.7336111111111,32.77389166666666
2018-points,2018,AS-06-4-18-1,103.6681222222222,32.88308888888889
2018-points,2018,AS-06-4-18-2,103.6628111111111,32.87559166666667
2018-points,2018,AS-06-4-18-3,103.6696611111111,32.85883888888889
2018-points,2018,AS-06-4-18-4,103.7868138888889,32.91133333333333
2018-points,2018,AS-06-4-18-5,103.7844722222222,32.91316666666666
2018-points,2018,AS-06-4-18-6,103.7871555555556,32.91456111111111
2018-points,2018,AS-06-4-18-7,103.7855138888889,32.91678888888889
2018-points,2018,AS-06-4-18-8,103.7779138888889,32.92018888888889
2018-points,2018,AS-06-4-18-9,103.7746138888889,32.92010833333333
2018-points,2018,AS-06-4-18-10,103.7563888888889,32.92284444444444
2018-points,2018,AS-06-4-18-11,103.7545638888889,32.92344444444444
2018-points,2018,AS-06-4-18-12,103.7499166666667,32.92277777777778
2018-points,2018,AS-06-4-18-13,103.7352777777778,32.9246
2018-points,2018,AS-06-4-18-14,103.7186472222222,32.92787777777777
